Filename,Chunk Size,Generated Question,dynamic_tinybert_q_a_512_dynamic_tinybert_q_a_512_1 Docs,dynamic_tinybert_q_a_512_dynamic_tinybert_q_a_512_10 Docs,dynamic_tinybert_q_a_512_dynamic_tinybert_q_a_512_3 Docs,dynamic_tinybert_q_a_512_dynamic_tinybert_q_a_512_5 Docs,gpt2-medium_q_a_512_gpt2-medium_q_a_512_1 Docs,gpt2-medium_q_a_512_gpt2-medium_q_a_512_10 Docs,gpt2-medium_q_a_512_gpt2-medium_q_a_512_3 Docs,gpt2-medium_q_a_512_gpt2-medium_q_a_512_5 Docs,t5-base_q_a_512_t5-base_q_a_512_1 Docs,t5-base_q_a_512_t5-base_q_a_512_10 Docs,t5-base_q_a_512_t5-base_q_a_512_3 Docs,t5-base_q_a_512_t5-base_q_a_512_5 Docs
aa23-278a_chunk_13.txt,512,,providing easy integration with a security information and event management,providing easy integration with a security information and event management,providing easy integration with a security information and event management,providing easy integration with a security information and event management,e.g,e.g,e.g,e.g,design products so that the compromise of a single security control does not result in compromise of the entire system,design products so that the compromise of a single security control does not result in compromise of the entire system,design products so that the compromise of a single security control does not result in compromise of the entire system,design products so that the compromise of a single security control does not result in compromise of the entire system
icsa-24-074-11_chunk_6.txt,512,,ICS-TIP-12-146-01B,It is recommended to apply a patch to fix this issue,It is recommended to apply a patch to fix this issue,It is recommended to apply a patch to fix this issue,Avoiding Email Scams for more information on avoiding email scams. Refer,7.8 has been assigned,7.8 has been assigned,7.8 has been assigned,Disable SSL-VPN,Disable SSL-VPN,Disable SSL-VPN,Disable SSL-VPN
icsa-23-166-10_chunk_8.txt,512,,this Notification,this Notification,this Notification,this Notification,Notification and this Privacy &,Notification and this Privacy &,Notification and this Privacy &,Notification and this Privacy &,Vendor Siemens,Vendor Siemens,Vendor Siemens,Vendor Siemens
aa23-250a_chunk_4.txt,512,,to execute remote JavaScript code,to execute remote JavaScript code,to execute remote JavaScript code,to execute remote JavaScript code,1564.003,1564.003,1564.003,1564.003,TRUE,TRUE,TRUE,TRUE
aa23-061a_chunk_1.txt,512,,encryption percentage,encryption percentage,encryption percentage,encryption percentage,"According to third-party reporting, Royal threat","According to third-party reporting, Royal threat","According to third-party reporting, Royal threat","According to third-party reporting, Royal threat",TRUE,TRUE,TRUE,TRUE
aa23-165a_chunk_7.txt,512,,developing password “patterns” cyber criminals can easily decipher,developing password “patterns” cyber criminals can easily decipher,developing password “patterns” cyber criminals can easily decipher,developing password “patterns” cyber criminals can easily decipher,2.G]. Disable password “hints.” Refrain,2.G]. Disable password “hints.” Refrain,2.G]. Disable password “hints.” Refrain,2.G]. Disable password “hints.” Refrain,Refrain from requiring password changes more frequently than once per year,Refrain from requiring password changes more frequently than once per year,Refrain from requiring password changes more frequently than once per year,Refrain from requiring password changes more frequently than once per year
aa23-059a_chunk_11.txt,512,,CISA recommends Windows Server 2019 or greater,CISA recommends Windows Server 2019 or greater,CISA recommends Windows Server 2019 or greater,CISA recommends Windows Server 2019 or greater,e.g,e.g,e.g,e.g,Consider disabling or limiting NTLM and WDigest Authentication if possible,Consider disabling or limiting NTLM and WDigest Authentication if possible,Consider disabling or limiting NTLM and WDigest Authentication if possible,Consider disabling or limiting NTLM and WDigest Authentication if possible
aa23-278a_chunk_4.txt,512,,ransomware attacks and post-exploitation techniques,Ensure standard user accounts do not have elevated privileges,ransomware attacks and post-exploitation techniques,Ensure standard user accounts do not have elevated privileges,Lack of Regular Patching Failure,.g,Lack of Regular Patching Failure,.g,Poor patch management includes: Lack of regular patching Use of unsupported operating systems (OSs) and outdated firmware Lack of Regular Patching Failure to apply the latest patches can leave adversaries vulnerable,"Microsoft Security Update Guide: Windows Print Spooler Remote Code Execution Vulnerability, CVE-2021-40444",Poor patch management includes: Lack of regular patching Use of unsupported operating systems (OSs) and outdated firmware Lack of Regular Patching Failure to apply the latest patches can leave adversaries vulnerable,Poor patch management includes: Lack of regular patching Use of unsupported operating systems (OSs) and outdated firmware Lack of Regular Patching Failure to apply the latest patches can leave adversaries vulnerable
aa23-263a_chunk_6.txt,512,,"Install, regularly update, and enable real time detection","Install, regularly update, and enable real time detection","Install, regularly update, and enable real time detection","Install, regularly update, and enable real time detection",/or fund illicit activities. Regardless,/or fund illicit activities. Regardless,/or fund illicit activities. Regardless,/or fund illicit activities. Regardless,real time detection,real time detection,real time detection,real time detection
aa23-325a_chunk_0.txt,512,,applying necessary software updates through the Citrix Knowledge Center,preventing unwanted or malicious software from reaching out to the internet,to access hosted resources without significant evidence or telemetry being generated,ensures that sensitive information cannot be easily obtained by a threat actor capturing network traffic,"23-325A STIX JSON (JSON, 23","addition to a network firewall, consider installing a firewall on all computers connected","6, 2021",.g,to help organizations protect against ransomware,mapping malicious cyber activity to the MITRE ATT&CK framework,to help organizations protect against ransomware,mapping malicious cyber activity to the MITRE ATT&CK framework
aa23-165a_chunk_8.txt,512,,requiring administrators to use administrative accounts for managing systems,requiring administrators to use administrative accounts for managing systems,requiring administrators to use administrative accounts for managing systems,requiring administrators to use administrative accounts for managing systems,.g,.g,.g,.g,Just-in-Time (JIT) access method provisions privileged access when needed and can support enforcement of the principle of least privilege,Just-in-Time (JIT) access method provisions privileged access when needed and can support enforcement of the principle of least privilege,Just-in-Time (JIT) access method provisions privileged access when needed and can support enforcement of the principle of least privilege,Just-in-Time (JIT) access method provisions privileged access when needed and can support enforcement of the principle of least privilege
aa24-038a_chunk_14.txt,512,,Implement an Active Directory tiering model,Implement an Active Directory tiering model,Implement an Active Directory tiering model,Implement an Active Directory tiering model,.g,.g,.g,.g,Consider using a privileged access management (PAM) solution to manage access to privileged accounts and resources,Consider using a privileged access management (PAM) solution to manage access to privileged accounts and resources,Consider using a privileged access management (PAM) solution to manage access to privileged accounts and resources,Consider using a privileged access management (PAM) solution to manage access to privileged accounts and resources
icsa-24-074-07_chunk_18.txt,512,,local escalation of privilege with no additional execution privileges needed,local escalation of privilege with no additional execution privileges needed,local escalation of privilege with no additional execution privileges needed,local escalation of privilege with no additional execution privileges needed,"-11, Android-12","-11, Android-12","-11, Android-12","-11, Android-12",3.2.118 MISSING ENCRYPTION OF SENSITIVE DATA CWE-311,3.2.118 MISSING ENCRYPTION OF SENSITIVE DATA CWE-311,3.2.118 MISSING ENCRYPTION OF SENSITIVE DATA CWE-311,3.2.118 MISSING ENCRYPTION OF SENSITIVE DATA CWE-311
aa23-347a_chunk_0.txt,512,,To bring Russia’s actions to public attention,Privacy & Use policy,it is possible that authentication can occur outside of an organization’s known infrastructure,it is possible that authentication can occur outside of an organization’s known infrastructure,"23-347A STIX XML (XML, 76.99 KB",CISA at this,"6, 2021","6, 2021",aid organizations in conducting their own investigations and securing their networks,informational purposes only,aid organizations in conducting their own investigations and securing their networks,TRUE
ar23-243a_chunk_10.txt,512,,Allow connections to forwarded ports from any host -c command Force,Allow connections to forwarded ports from any host -c command Force,Allow connections to forwarded ports from any host -c command Force,Allow connections to forwarded ports from any host -c command Force,listenport,listenport,listenport,listenport,-t name> username> -t Allocate a pty -T Don't allocate a pty -N Don't run a remote command -f Run in background after auth,-t name> username> -t Allocate a pty -T Don't allocate a pty -N Don't run a remote command -f Run in background after auth,-t name> username> -t Allocate a pty -T Don't allocate a pty -N Don't run a remote command -f Run in background after auth,-t name> username> -t Allocate a pty -T Don't allocate a pty -N Don't run a remote command -f Run in background after auth
aa21-008a_chunk_3.txt,512,,Export sign-in logs,shared drives and folders,Export sign-in logs,Export sign-in logs,e.g,"enumerate accessible network shares in a domain.[21],[22",e.g,e.g,TRUE,TRUE,TRUE,TRUE
ar23-074a_chunk_4.txt,512,,it will attempt to connect to the domain xework,it will attempt to connect to the domain xework,it will attempt to connect to the domain xework,it will attempt to connect to the domain xework,Variant,Variant,Variant,Variant,obtaining a copy of the targeted system's TCP connection table,obtaining a copy of the targeted system's TCP connection table,obtaining a copy of the targeted system's TCP connection table,obtaining a copy of the targeted system's TCP connection table
aa22-158a_chunk_1.txt,512,,PRC state-sponsored cyber actors have identified critical users and infrastructure,PRC state-sponsored cyber actors have identified critical users and infrastructure,PRC state-sponsored cyber actors have identified critical users and infrastructure,PRC state-sponsored cyber actors have identified critical users and infrastructure,PRC state,PRC state,PRC state,PRC state,Vendor CVE Vulnerability Type Cisco CVE-2018-0171 Remote Code Execution CVE-2019-15271 RCE CVE-2019-1652 Citrix CVE-2019-19781,Vendor CVE Vulnerability Type Cisco CVE-2018-0171 Remote Code Execution CVE-2019-15271 RCE CVE-2019-1652 Citrix CVE-2019-19781,Vendor CVE Vulnerability Type Cisco CVE-2018-0171 Remote Code Execution CVE-2019-15271 RCE CVE-2019-1652 Citrix CVE-2019-19781,Vendor CVE Vulnerability Type Cisco CVE-2018-0171 Remote Code Execution CVE-2019-15271 RCE CVE-2019-1652 Citrix CVE-2019-19781
